des_ross_x,des_ross_y,des_ross_theta,des_mon_x,des_mon_y,des_mon_theta,act_ross_x,act_ross_y,act_ross_theta,act_mon_x,act_mon_y,act_mon_theta,act_payload_x,act_payload_y,act_payload_theta,dt,ros_time_ns,ros_time_sec
-0.26648931950748606,-0.0018475769951415526,0.0628739829545979,0.29224819531978263,0.0357341941798275,0.07136679813386015,-0.2799712453360321,0.0052484997425945035,0.01112522431472687,0.27041400074695615,-0.004117856190669615,0.08248384618165439,0.012879174202680588,0.01694329082965851,0.06710875483481471,0.02,1755826247431434360,1755826247.4314342
-0.2664891785211649,-0.0018496538298426839,0.0628739829545979,0.2922480568951247,0.03573627118686966,0.07136679813386015,-0.27991624657264413,0.005237035428803119,0.0110972474561504,0.27040900524299394,-0.004115339251345558,0.08255675902803228,0.012935773469507694,0.017064915969967842,0.06975669977113368,0.013430595397949219,1755826247441552195,1755826247.4415522
-0.26473085304179966,-0.0017342535727601204,0.06211884922344302,0.29400601006133303,0.03585720569222574,0.07214277814190373,-0.27991656937814197,0.005227510033165184,0.011047990944945733,0.2704202605658965,-0.004118130549445868,0.08253302240828164,0.012954996898770332,0.01708397828042507,0.06978033155435304,0.014433145523071289,1755826247450646451,1755826247.4506466
-0.26310465181407305,-0.00163162700747755,0.0616246656975008,0.29563131586812624,0.035973138890429975,0.07265517924216436,-0.2799043435124191,0.005241997187857589,0.01101728037728356,0.27039560095828113,-0.00411973580010544,0.08253222602882904,0.012930156663060188,0.017060138285160065,0.0698461896779189,0.01982855796813965,1755826247470292713,1755826247.4702928
-0.2617645496079577,-0.001548887953999229,0.06114215062338024,0.29697043188439753,0.036070528000231986,0.07315904970510045,-0.27991618203858215,0.0052245952827058295,0.010948720320644116,0.27039926536068226,-0.004098044308328212,0.08252857014818815,0.012934709899127483,0.017074916511774063,0.06976981504686193,0.019869327545166016,1755826247490280665,1755826247.4902806
-0.2604144959731215,-0.0014669802360398332,0.06088231338473138,0.2983192947262868,0.03617011756214096,0.07344336914254157,-0.27990676532214165,0.005227427594359915,0.011010425906725995,0.270403949371217,-0.004103396950847105,0.08249746975900374,0.012938919477164745,0.01706673577427864,0.06974721324355164,0.020007848739624023,1755826247510169359,1755826247.5101693
-0.25906399158075977,-0.0013862252962961556,0.05932168848614783,0.29966844512908647,0.036270967486459874,0.07506070293119294,-0.27990997946116614,0.005240446793267267,0.011043442483058562,0.2704172671223606,-0.004087303134787959,0.08247710032951883,0.012943455949425697,0.01707015559077263,0.06977793451530699,0.020058393478393555,1755826247531052058,1755826247.531052
-0.25771364882625175,-0.001306730899190747,0.058382091136886416,0.3010172606387659,0.03637311528407053,0.07605834510839182,-0.2799078638386041,0.005234400695377284,0.01101894304016209,0.2704242373907205,-0.0041011357050251135,0.08251618276212636,0.012939507141709328,0.01707168109714985,0.06968264269969734,0.019909381866455078,1755826247551315433,1755826247.5513155
-0.25636316011182164,-0.0012284479797931638,0.05747003488538738,0.3023660515041382,0.03647656610332328,0.0770365893467222,-0.2799115452504536,0.00524306555166644,0.010995927620195255,0.27039335198030023,-0.004094565374704179,0.0824815369723515,0.012933677062392235,0.01707584597170353,0.06975284416128572,0.020063161849975586,1755826247570671864,1755826247.5706718
-0.255012601356875,-0.0011513729781273338,0.056584035285037526,0.30371474178121494,0.03658131881362271,0.07799794396436299,-0.279886291090409,0.0052485085391746344,0.011076834745809611,0.270420803235529,-0.004096798429907227,0.0825048527759864,0.012942906469106674,0.0170659851282835,0.06983572795723612,0.019990205764770508,1755826247590693746,1755826247.5906937
-0.25366195910780825,-0.0010754928819203778,0.055702018400083375,0.305063345333178,0.03668737482336987,0.07896463061405123,-0.27991246348954946,0.005243644636443223,0.011065594862215693,0.2706589899778825,-0.004065168791132889,0.08227833100356641,0.013077670708298683,0.017058467492461205,0.06976196359650189,0.01994180679321289,1755826247611484295,1755826247.6114845
-0.2523112362649735,-0.0010007963739936052,0.05482947691358131,0.30641185956133843,0.03679473497908903,0.0799310575685066,-0.2798800074029454,0.005250260728564798,0.01106448507025729,0.27109518159202084,-0.003979176482868968,0.08183966374735085,0.013403527438640594,0.017144018784165382,0.06996882533661375,0.02022695541381836,1755826247631632199,1755826247.631632
-0.25096043302801774,-0.0009272719162762618,0.05396529815935969,0.3077602845455954,0.03690340021662238,0.08089831381186574,-0.27949867897551306,0.005251102549702652,0.011074408311026573,0.27167079651792314,-0.003995379896570159,0.08203758448500631,0.013859574683010578,0.017270749434828758,0.07095493316063133,0.0198514461517334,1755826247650606983,1755826247.650607
-0.24960954998758272,-0.0008549080453580989,0.053109637318785374,0.30910861994139727,0.03701337144040025,0.08186620347970264,-0.27893423653194416,0.005315236974260659,0.011286756960349196,0.27239414360168596,-0.0039727880520372474,0.08210775172888951,0.014516864903271198,0.017432376742362976,0.07073710849257743,0.019931316375732422,1755826247671020900,1755826247.6710207
-0.24825858765793385,-0.0007836933306861488,0.05226243983978662,0.31045686544896345,0.03712464954465623,0.08283474401494395,-0.27836337108761333,0.005322022073629029,0.011126152203940701,0.27318851752297557,-0.004059989951869368,0.08278810281746196,0.01529614720493555,0.017463579773902893,0.06973949006415478,0.020018577575683594,1755826247690521789,1755826247.690522
-0.24690754654404856,-0.000713616379731663,0.051423681987351255,0.3118050207465566,0.0372372354096695,0.08380392143394655,-0.2777043462610773,0.005360961129157557,0.011083704639896903,0.27397706444907155,-0.004232848499104429,0.08387769542022783,0.015964966267347336,0.017311103641986847,0.06779729521840021,0.019963979721069336,1755826247711191807,1755826247.711192
