force,ros_time_sec,ros_time_ns
0.000000,1756597207.625416,1756597207625415653
0.000000,1756597207.627476,1756597207627475362
0.000000,1756597207.629413,1756597207629413354
0.000000,1756597207.631399,1756597207631399116
0.000000,1756597207.633395,1756597207633395453
0.000000,1756597207.635412,1756597207635411949
0.000000,1756597207.637398,1756597207637397679
0.000000,1756597207.639400,1756597207639399624
0.000000,1756597207.641399,1756597207641399210
0.000000,1756597207.643400,1756597207643400445
0.000000,1756597207.645416,1756597207645416242
0.000000,1756597207.647400,1756597207647400236
0.000000,1756597207.649417,1756597207649416627
0.000000,1756597207.651402,1756597207651402248
0.000000,1756597207.653403,1756597207653402502
0.000000,1756597207.655423,1756597207655423042
0.000000,1756597207.657400,1756597207657400054
0.000000,1756597207.659398,1756597207659397634
0.000000,1756597207.661397,1756597207661397525
0.000000,1756597207.663400,1756597207663399661
0.000000,1756597207.665414,1756597207665413756
0.000000,1756597207.667398,1756597207667398404
0.000000,1756597207.669398,1756597207669398226
0.000000,1756597207.671396,1756597207671396030
0.000000,1756597207.673416,1756597207673416187
0.000000,1756597207.675400,1756597207675400278
0.000000,1756597207.677400,1756597207677400323
0.000000,1756597207.679396,1756597207679395770
0.000000,1756597207.681414,1756597207681413533
0.000000,1756597207.683400,1756597207683399575
0.000000,1756597207.685400,1756597207685400349
0.000000,1756597207.687400,1756597207687400364
0.000000,1756597207.689399,1756597207689399577
0.000000,1756597207.691399,1756597207691399047
0.000000,1756597207.693399,1756597207693399362
0.000000,1756597207.695401,1756597207695400951
0.000000,1756597207.697401,1756597207697401249
0.000000,1756597207.699402,1756597207699401881
0.000000,1756597207.701407,1756597207701406910
0.000000,1756597207.703401,1756597207703400984
0.000000,1756597207.705403,1756597207705402793
0.000000,1756597207.707418,1756597207707417787
0.000000,1756597207.709402,1756597207709402047
0.000000,1756597207.711402,1756597207711401966
0.000000,1756597207.713401,1756597207713401035
0.000000,1756597207.715400,1756597207715400342
0.000000,1756597207.717401,1756597207717400909
0.000000,1756597207.719403,1756597207719402817
0.000000,1756597207.721403,1756597207721402597
0.000000,1756597207.723399,1756597207723398593
0.000000,1756597207.725400,1756597207725399746
0.000000,1756597207.727400,1756597207727399783
0.000000,1756597207.729419,1756597207729418803
0.000000,1756597207.731407,1756597207731406794
0.000000,1756597207.733401,1756597207733401118
0.000000,1756597207.735400,1756597207735400232
0.000000,1756597207.737401,1756597207737401503
0.000000,1756597207.739418,1756597207739418205
0.000000,1756597207.741402,1756597207741401917
0.000000,1756597207.743418,1756597207743417645
0.000000,1756597207.745404,1756597207745404518
0.000000,1756597207.747403,1756597207747402710
0.000000,1756597207.749402,1756597207749401755
0.000000,1756597207.751403,1756597207751402652
0.000000,1756597207.753403,1756597207753402560
0.000000,1756597207.755402,1756597207755402176
0.000000,1756597207.757403,1756597207757402947
0.000000,1756597207.759406,1756597207759405944
0.000000,1756597207.761405,1756597207761405557
0.000000,1756597207.763404,1756597207763404065
0.000000,1756597207.765403,1756597207765402891
0.000000,1756597207.767402,1756597207767402288
0.000000,1756597207.769401,1756597207769401387
0.000000,1756597207.771404,1756597207771403721
0.000000,1756597207.773422,1756597207773422663
0.000000,1756597207.775432,1756597207775431753
0.000000,1756597207.777432,1756597207777432293
0.000000,1756597207.779433,1756597207779432975
0.000000,1756597207.781431,1756597207781431259
0.000000,1756597207.783433,1756597207783433210
0.000000,1756597207.785436,1756597207785435835
0.000000,1756597207.787433,1756597207787433572
0.000000,1756597207.789434,1756597207789434142
0.000000,1756597207.791445,1756597207791444763
0.000000,1756597207.793432,1756597207793432698
0.000000,1756597207.795451,1756597207795450712
0.000000,1756597207.797451,1756597207797451303
0.000000,1756597207.799457,1756597207799456846
0.000000,1756597207.801445,1756597207801445226
0.000000,1756597207.803435,1756597207803435363
0.000000,1756597207.805427,1756597207805426766
0.000000,1756597207.807440,1756597207807440478
0.000000,1756597207.809434,1756597207809434369
0.000000,1756597207.811447,1756597207811447078
0.000000,1756597207.813434,1756597207813434279
0.000000,1756597207.815436,1756597207815435762
0.000000,1756597207.817437,1756597207817437354
0.000000,1756597207.819436,1756597207819436134
0.000000,1756597207.821407,1756597207821406848
0.000000,1756597207.823435,1756597207823435013
0.000000,1756597207.825432,1756597207825432107
0.000000,1756597207.827432,1756597207827432117
0.000000,1756597207.829399,1756597207829399109
0.000000,1756597207.831484,1756597207831483760
0.000000,1756597207.833434,1756597207833433783
0.000000,1756597207.835433,1756597207835433396
0.000000,1756597207.837438,1756597207837437744
0.000000,1756597207.839434,1756597207839434100
0.000000,1756597207.841432,1756597207841431791
0.000000,1756597207.843407,1756597207843406533
0.000000,1756597207.845407,1756597207845407119
0.000000,1756597207.847409,1756597207847408746
0.000000,1756597207.849407,1756597207849407541
0.000000,1756597207.851405,1756597207851405287
0.000000,1756597207.853407,1756597207853407269
0.000000,1756597207.855437,1756597207855436847
0.000000,1756597207.857453,1756597207857452963
0.000000,1756597207.859438,1756597207859438021
0.000000,1756597207.861434,1756597207861434363
0.000000,1756597207.863401,1756597207863401324
0.000000,1756597207.865435,1756597207865435507
0.000000,1756597207.867452,1756597207867452210
0.000000,1756597207.869434,1756597207869433906
0.000000,1756597207.871441,1756597207871440657
0.000000,1756597207.873450,1756597207873449631
0.000000,1756597207.875452,1756597207875451536
0.000000,1756597207.877453,1756597207877453225
0.000000,1756597207.879453,1756597207879453385
0.000000,1756597207.881454,1756597207881453845
0.000000,1756597207.883436,1756597207883436388
0.000000,1756597207.885449,1756597207885449514
0.000000,1756597207.887454,1756597207887453939
0.000000,1756597207.889453,1756597207889453426
0.000000,1756597207.891454,1756597207891453979
0.000000,1756597207.893439,1756597207893438451
0.000000,1756597207.895456,1756597207895455666
0.000000,1756597207.897443,1756597207897442902
0.000000,1756597207.899467,1756597207899466445
0.000000,1756597207.901442,1756597207901441683
0.000000,1756597207.903455,1756597207903455160
0.000000,1756597207.905438,1756597207905437785
0.000000,1756597207.907471,1756597207907471422
0.000000,1756597207.909457,1756597207909456885
0.000000,1756597207.911456,1756597207911455791
0.000000,1756597207.913429,1756597207913428858
0.000000,1756597207.915487,1756597207915486665
0.000000,1756597207.917473,1756597207917472715
