des_ross_x,des_ross_y,des_ross_theta,des_mon_x,des_mon_y,des_mon_theta,act_ross_x,act_ross_y,act_ross_theta,act_mon_x,act_mon_y,act_mon_theta,act_payload_x,act_payload_y,act_payload_theta,dt,ros_time_ns,ros_time_sec
-0.2671796635677166,0.00019140540890430317,0.06918618694580703,0.29131872020553173,0.04117378360575235,0.07722592494751979,-0.2783704740042936,0.00462066236822338,0.002661283978064774,0.27045527106764167,0.010786104663045942,0.05934932395603898,0.01206926442682743,0.020682575181126595,0.07319482567517113,0.02,1755826676267002820,1755826676.2670028
-0.2671795448240568,0.00018979980413882068,0.06918618694580703,0.29131860329284925,0.04117538934468963,0.07722592494751979,-0.2783609102783421,0.004652889068955321,0.002704899605558926,0.2704285798838024,0.010776209444998762,0.05936841390078973,0.012046195566654205,0.02119467966258526,0.06776160956076045,0.009980201721191406,1755826676276694607,1755826676.2766945
-0.2668276287073118,0.00021478436867056194,0.06918618694580703,0.291670399607241,0.04120200638672181,0.07722592494751979,-0.27838547846226847,0.0046051711075252855,0.0024873699619512328,0.2704396059172858,0.010793348261156306,0.05932030225677165,0.012037335895001888,0.021197566762566566,0.06767664140426254,0.010219812393188477,1755826676282841154,1755826676.2828412
-0.26426334740978275,0.0003972677797975336,0.06814635124391533,0.2942338699626026,0.04139553832018207,0.0782960148989873,-0.27834143301063635,0.004632317318484527,0.0026448073914137706,0.2704516102028797,0.0107898560825758,0.05933328471257404,0.01205326709896326,0.02123144268989563,0.06783790976454941,0.019973039627075195,1755826676304110527,1755826676.3041105
-0.26300489567592966,0.0004826724776181169,0.0676702218826275,0.2954913148284378,0.041494656729312476,0.07879154470195582,-0.2783747474220527,0.004612504307012932,0.0026414148639318214,0.270437833825693,0.010797036981886061,0.05932812903026363,0.01203423086553812,0.021206073462963104,0.06785456942755456,0.020090341567993164,1755826676322040147,1755826676.32204
-0.261639381893148,0.0005748159894449437,0.06733035567679879,0.29685565612524356,0.04160276388883893,0.07915383256703867,-0.27837560730159017,0.004615283911787227,0.0027052016027688136,0.27045520710228316,0.010784703481236182,0.05935987882695759,0.012038800865411758,0.021203063428401947,0.06776426510537646,0.019880294799804688,1755826676341579056,1755826676.341579
-0.26029018449684205,0.0006645555110997795,0.06637779652480758,0.2982035003026482,0.04171092001622466,0.08014518074547938,-0.2783719950197463,0.004633119216470152,0.00267043555065797,0.27045360668615265,0.010780321325548521,0.059366749499389915,0.012019828893244267,0.021207446232438087,0.0677939144096163,0.02001953125,1755826676362691203,1755826676.3626914
-0.2589386666592274,0.0007532630215789683,0.06509862086922391,0.2995534838339361,0.041820498593524616,0.08148388183366384,-0.27833613186998835,0.004645671895897249,0.0026654384245534744,0.27043042794404165,0.010790881678586453,0.05930254340902641,0.012016847729682922,0.021210085600614548,0.06777298112022792,0.01996636390686035,1755826676381307797,1755826676.3813078
-0.2575873345766707,0.0008407729198491153,0.06425524296721496,0.30090310200804615,0.04193131007151396,0.08238664250355132,-0.2783386011755403,0.004639956714584462,0.002705019694103023,0.2704366807947553,0.01079224495586481,0.05931601231207839,0.012017927132546902,0.02121572382748127,0.06775851828751746,0.019992589950561523,1755826676401314947,1755826676.401315
-0.2562358838210951,0.0009271163697923725,0.06339259132279595,0.30225265934782963,0.04204338017199316,0.08331860479204778,-0.27836898160159584,0.004620506203056221,0.002600970740682551,0.2704405474225311,0.010789282601590233,0.059339595174614956,0.01203753799200058,0.021216781809926033,0.06773961757491942,0.019986391067504883,1755826676421289346,1755826676.4212894
-0.2548843507041997,0.001012302613828335,0.06253970708979839,0.30360212005838133,0.0421567065487098,0.08424960094871992,-0.27837109761742074,0.004616519320352147,0.00252091450025624,0.2704515163390307,0.010791936524014348,0.05936341858686678,0.012040942907333374,0.021213026717305183,0.06783597345454376,0.01998305320739746,1755826676441376805,1755826676.4413767
-0.2535327320373365,0.001096342931988981,0.06169542205339962,0.3049514876937728,0.042271290549855636,0.0851809400069512,-0.27839995621303465,0.004604180731522425,0.00259433800870716,0.27044268050401277,0.010787534947783069,0.05934816624803041,0.012031862512230873,0.02121073566377163,0.06776001245306039,0.020020484924316406,1755826676462071833,1755826676.462072
-0.2521810287964129,0.0011792484433586423,0.060859205865356536,0.30630076163940667,0.04238713302387673,0.08611309086659391,-0.2783868958432653,0.004628896460211432,0.0026007550397865566,0.27044105123044304,0.010778765675607406,0.05936439734760279,0.012029103003442287,0.021219145506620407,0.06778188188456026,0.020052671432495117,1755826676481414708,1755826676.4814146
-0.2508292415591259,0.00126103022231926,0.0600312274677921,0.30764994164323745,0.042504234870128735,0.08704585091376504,-0.2783607030240269,0.004610971183769269,0.002540042771111906,0.27044168389196055,0.010773010624674749,0.05937330797091667,0.012018161825835705,0.02120617777109146,0.06779483081921206,0.019934415817260742,1755826676504759231,1755826676.5047593
-0.24947737091074568,0.0013416993117375854,0.05921141209968894,0.30899902741670143,0.04262259696673913,0.08797925831603459,-0.2783832055473759,0.00459286596220064,0.002500671616559511,0.2704425804467936,0.010776800395021324,0.05936962464280349,0.012031765654683113,0.021191049367189407,0.06778989036328034,0.020059823989868164,1755826676522861968,1755826676.5228622
-0.24812541742053787,0.0014212667171532422,0.05839974315833052,0.3103480186576073,0.042742220179893584,0.08891329334146159,-0.27839745229472823,0.0046057262877851335,0.0025780639706462797,0.27045643192573127,0.010779929663211514,0.05941293983838225,0.012038642540574074,0.021207960322499275,0.06778191434842364,0.019989013671875,1755826676541385100,1755826676.5413852
-0.24677338164086854,0.0014997434082851327,0.0575961925851729,0.311696915051658,0.042863105362573775,0.08984794776939076,-0.27843062911090577,0.004592283959597848,0.0025158375272552433,0.27046641960928197,0.010754392860604062,0.05947391762325749,0.012027750723063946,0.021213170140981674,0.06779815562531397,0.020067930221557617,1755826676561923945,1755826676.5619237
-0.245421264108152,0.0015771403189299045,0.056800734449004686,0.31304571627190936,0.04298525335461678,0.09078321128770472,-0.2782878453711976,0.004622471448133686,0.0026283633341862575,0.27045280108741243,0.010764313598339507,0.059388415860656796,0.012052525766193867,0.021220773458480835,0.06770746140709266,0.019865989685058594,1755826676583519203,1755826676.5835192
-0.24406906534289757,0.001653468347136814,0.05601334257088064,0.3143944219791587,0.043108664982632175,0.09171907387904454,-0.2780183465010272,0.004557754850269977,0.0022373540830513236,0.2704360792996399,0.010782733662113166,0.05935139062210926,0.012170722708106041,0.02117958664894104,0.06816345331195799,0.020166873931884766,1755826676603306247,1755826676.6033063
-0.2427167858499582,0.0017287383553494084,0.05523399090282899,0.31574303182212426,0.04323334105992241,0.09265552543954625,-0.27757658586274614,0.004434359330529936,0.001649367471980395,0.27054691341212644,0.010680908300119994,0.05987316285116151,0.012440771795809269,0.021105971187353134,0.06928416229765935,0.019877910614013672,1755826676621610848,1755826676.6216106
-0.2413644261187403,0.0018029611705447177,0.054462653472092004,0.3170915454376607,0.043359282386410965,0.09359255583469972,-0.27731338830046404,0.004404118533420168,0.0013878776491614631,0.2707400251865917,0.010599161953720133,0.060310461347780286,0.012949256226420403,0.020907007157802582,0.0699796709211924,0.020238637924194336,1755826676644528022,1755826676.6445282
