des_ross_x,des_ross_y,des_ross_theta,des_mon_x,des_mon_y,des_mon_theta,act_ross_x,act_ross_y,act_ross_theta,act_mon_x,act_mon_y,act_mon_theta,act_payload_x,act_payload_y,act_payload_theta,ross_cmd_vel_linear_x,ross_cmd_vel_angular_z,monica_cmd_vel_linear_x,monica_cmd_vel_angular_z,dt,ros_time_ns,ros_time_sec
-0.25874630917241903,0.9107921525237033,0.06026256167016664,0.3005973160685338,0.9378976667654315,0.03510712014041717,-0.2649214636419485,0.8969216658929634,-1.6608233169814888e-05,0.28236301479452275,0.9274036785560805,0.035342581001572615,0.020925240591168404,0.9243448972702026,0.047671671343536046,5.1384409018732645e-06,5.41351575791511e-05,-1.5856160834056138e-05,7.0146420101006574e-06,0.02,1756593877691139280,1756593877.6911392
-0.25875012736952463,0.9108712129150587,0.06026256167016664,0.3006011379158826,0.9378186065481,0.03510712014041717,-0.26492897576626306,0.8969431508814949,0.00011718867721371274,0.2823601987329475,0.9273987734508724,0.035386526796238105,0.020912716165184975,0.9243566393852234,0.04742870774866575,0.00024372967480261272,0.0025719581090395145,-0.0007514775722631034,0.0003295046389050223,0.018996000289916992,1756593877710053894,1756593877.710054
-0.25596079917826803,0.9110005304656636,0.053812776822854236,0.3033901040637086,0.9379554380408155,0.041589527676445304,-0.26494070510480827,0.8969141494836822,-1.7145108775915547e-05,0.28235041528288585,0.9273759511766233,0.03543371438591869,0.020932288840413094,0.9243306517601013,0.04765593869653864,0.0007225325181389003,0.004861248104104568,-0.0017687420588326324,0.0011318907020097613,0.020079374313354492,1756593877730180304,1756593877.7301803
-0.2547271920370717,0.9110538206639733,0.05171930336608632,0.30462317404654804,0.9380198726946392,0.04370495340174907,-0.2649647731621582,0.8969168202799276,6.722324845890773e-05,0.28235635971872375,0.927380743679747,0.035412260820396835,0.020924918353557587,0.9243223667144775,0.04779312781758748,0.0012478925622611743,0.007181915974315001,-0.0028354502634146354,0.0019514191345638753,0.020014286041259766,1756593877750241203,1756593877.7502413
-0.25336268514888094,0.9111121075300973,0.05007898344583683,0.3059870213358431,0.9380918379856277,0.04537072772963757,-0.2649684172703964,0.8969192149164337,1.9698895225633096e-05,0.28234032357592864,0.9274066738163659,0.03544908212807352,0.02092043310403824,0.9243230819702148,0.04771121927291888,0.0018982500755834412,0.009481084964311987,-0.00404114260316409,0.002863893044238492,0.0199739933013916,1756593877770109215,1756593877.7701092
-0.25201864024194176,0.9111679528367519,0.04150402607248127,0.3073302624482622,0.9381643425817671,0.05398514578987479,-0.2649480147687,0.8969149870854364,-2.626286333146758e-05,0.28235680463485446,0.927425857279336,0.03536705674589635,0.020927229896187782,0.9243261218070984,0.04756146966735217,0.0026588214276897174,0.010503957408453312,-0.0053669336487275066,0.005156699269617486,0.020001888275146484,1756593877790449983,1756593877.7904499
-0.2506716831640673,0.9112224990321772,0.03992746594740959,0.30867627321850555,0.9382384885687357,0.055632160825609844,-0.2649388795539432,0.896941141435769,-1.3167352757393064e-05,0.28234509625974924,0.9273952173645594,0.03542541196874671,0.020921090617775917,0.9243440628051758,0.04752921366375518,0.003538835368343235,0.012418044410850761,-0.006827143526694769,0.006608630112993524,0.019992351531982422,1756593877811953978,1756593877.811954
-0.2493250130089167,0.9112756126558573,0.03892704781911238,0.31002185541390104,0.9383141182652096,0.05669954817425982,-0.264941358061731,0.8969264433372048,-2.1680650135779372e-05,0.2823407832538974,0.9273842443251735,0.03537726944878372,0.020932555198669434,0.9243363738059998,0.04766222572044311,0.004543036863349918,0.014427718304311164,-0.008419988047908165,0.008088527266143905,0.020069122314453125,1756593877830783822,1756593877.8307838
-0.24797823138656325,0.9113273240288217,0.03788357681287202,0.3113674074880805,0.9383912533798345,0.05782196216250357,-0.2649478380088909,0.8968703005756408,-0.0002002742832891488,0.28235577859160355,0.9273852339381797,0.035369062177031285,0.02092077024281025,0.9243167638778687,0.047678764620339556,0.0056648730292925345,0.016448444425811674,-0.010130863436444884,0.009672587348147693,0.019961118698120117,1756593877851809769,1756593877.8518097
-0.24663138668424142,0.9113776455677693,0.036856711619972504,0.3127128814060697,0.9384698908515077,0.05893779733394355,-0.26494960063093276,0.8969129488734596,-1.2224303744378679e-05,0.2823359720806764,0.9273786112596387,0.035437721523027044,0.02092265523970127,0.9243202805519104,0.04767073151042421,0.006907628955001795,0.018307836441740458,-0.011983487929139678,0.011341165675801628,0.01993560791015625,1756593877870838036,1756593877.870838
-0.24528447400404935,0.9114265911523286,0.03583975106358217,0.31405828227445837,0.9385500311768159,0.06005405958284271,-0.26492480059201057,0.8969130258613349,-4.004632977170243e-05,0.2823421666988508,0.9273926743854759,0.035454210741150405,0.020923038944602013,0.9243260025978088,0.04755248355226356,0.008274029554129413,0.02024660802688922,-0.013980696406444112,0.013149916439084966,0.02022552490234375,1756593877894807062,1756593877.894807
-0.24393749430011463,0.9114741745641638,0.03483293607055149,0.3154036093265085,0.9386316743340476,0.06117041061345807,-0.26495191242637633,0.8969144741038921,2.5895465608531685e-05,0.2823508471578553,0.9273774694800211,0.035466374757587626,0.020926976576447487,0.9243208765983582,0.047610357019785825,0.009769438951571355,0.022078541008768306,-0.016082849697171938,0.015055349688700743,0.01983952522277832,1756593877912882774,1756593877.9128828
