des_ross_x,des_ross_y,des_ross_theta,des_mon_x,des_mon_y,des_mon_theta,act_ross_x,act_ross_y,act_ross_theta,act_mon_x,act_mon_y,act_mon_theta
0.49541457888810403,0.4267990638589756,0.07052038189056198,1.05488083042257,0.4512431509553173,0.022125457435749674,-1.2782617702019448,0.2838676124798519,-0.05883233155627959,-1.6018537637301857,-0.4252095545060899,1.594569721679591
0.49769249565816853,0.4269594031956153,0.07004076247626134,1.0571635318091333,0.45129373507808357,0.02218948824085043,-1.2783463537499924,0.28383859945811135,-0.058969728644251804,-1.6009173151622456,-0.42513248425158534,1.594538214904604
0.4999720964087785,0.42711876687833283,0.06956498262488031,1.059447845457349,0.45134450167712037,0.022253990166196225,-1.2783051440708952,0.2838826262380223,-0.058745769959765076,-1.6011022106160866,-0.42512557194075395,1.594518753300057
0.5022533658432095,0.4272771610616354,0.06909300699788634,1.0617337569692893,0.4513954517433707,0.022318986013482256,-1.2783142031918737,0.28388557799160685,-0.058760176393912476,-1.601602708671621,-0.4251795596712491,1.5945341648687819
0.5045362886545527,0.4274345918576253,0.06862480054424092,1.064021251921663,0.45144658631873585,0.022384498440416678,-1.2757880612866204,0.2862800476188908,-0.05045488494443442,-1.6019326944293526,-0.42523334053514295,1.59465526643639
0.5068208495257835,0.4275910653360864,0.0681603284941037,1.0663103158660883,0.4514979064959085,0.02245054996485818,-1.278299804434801,0.2838987372095509,-0.058453898729029,-1.60182479382066,-0.4252426187878118,1.5947707244908003
0.5091070331298178,0.4277465875247109,0.06769955636692515,1.0686009343293668,0.4515494134180639,0.022517162959505566,-1.2782785171987434,0.28390806636107746,-0.05855905022555038,-1.6025936994292702,-0.42530747026935856,1.5948563729118237
0.5113948241295849,0.42790116440917514,0.06724244995019868,1.0708930928137526,0.45160110827870426,0.02258435966925232,-1.2782974166496759,0.2838814793455739,-0.05869503583560861,-1.602041315585092,-0.42524898557676744,1.59480375235681
0.513684207178092,0.42805480193334206,0.06678897531257366,1.0731867767972227,0.4516529923213733,0.022652162197681402,-1.2782910769046376,0.2838810915997474,-0.05875129926372125,-1.6014541490878007,-0.42519409868205627,1.5947602649847925
0.5159751669185005,0.4282075059992826,0.06633909879132904,1.0754819717337392,0.4517050668395566,0.022720592520119265,-1.278270171522441,0.2838367960798661,-0.05905290873647073,-1.6020297074542427,-0.425253227694746,1.594770382313864
0.5182676879841877,0.42835928246762106,0.06589278699094558,1.0777786630535213,0.4517573331762516,0.02278967248363628,-1.2783752165610263,0.28369710104594914,-0.05923864700828204,-1.6013494434018658,-0.4251403673029688,1.5946058399234182
0.5207912765148078,0.4285251538473304,0.06540590710399474,1.0803067638652908,0.45181505326642507,0.022866432754742316,-1.2783185569136544,0.2838721828484311,-0.058789750431278695,-1.60195078802302,-0.4252312444977095,1.5946116828432715
0.5228573525764879,0.42866007584646776,0.06501072528942897,1.0823764764465797,0.45186244692454297,0.022929868094971884,-1.2782452114479579,0.28387990699074306,-0.058791621248443414,-1.6017389856820423,-0.42518781504757663,1.5946539617344844
0.5251544653216493,0.42880910427144986,0.06457490990665882,1.0846775692639103,0.4519152972685168,0.023001026816542147,-1.278226148959889,0.2838832183476401,-0.05865817954069982,-1.601767418917311,-0.4251901020889888,1.5946133407825929
0.5274530778293482,0.42895722812793313,0.06414252827345557,1.0869800999531267,0.4519683452954403,0.023072921333472163,-1.2787254243688304,0.28364155256541473,-0.05808888602292158,-1.6028478758961917,-0.42532772985911704,1.5947117045948784
0.5297531746852261,0.4291044530705737,0.06371354828257436,1.0892840538296138,0.45202159259339986,0.023145572888504162,-1.2783063844669227,0.2838758407668496,-0.05876142902657383,-1.601370243492503,-0.42517941736392584,1.5947768896131875
0.5320547404656176,0.4292507847132754,0.0632879380736493,1.0915894161865616,0.45207504079881455,0.023219002614134787,-1.278302962762098,0.2838371159423866,-0.05914704061335084,-1.601457638831226,-0.42517464564856866,1.5947464041384163
0.534357759737637,0.42939622862922394,0.06286566603182786,1.0938961722952107,0.45212869159632135,0.02329323152987195,-1.2782779483099067,0.28383252728287156,-0.059036776420570716,-1.6017551054480814,-0.425226021517142,1.594753677599798
0.5366622170592625,0.42954079035111453,0.062446700782727405,1.0962043074051109,0.45218254671846575,0.023368280549687093,-1.2782690888901076,0.2838256024424909,-0.0588657698078003,-1.6020730698837247,-0.4252574699352285,1.5946910033404078
0.5391987905591847,0.42969877845588367,0.06198960744857729,1.0987448582120547,0.45224202964575844,0.023451801733131994,-1.2782870406474578,0.2838767759864207,-0.05870888106969776,-1.6016050826693138,-0.42521535128779275,1.594733963927288
0.5412753840381117,0.42982728914128215,0.06161856635288965,1.1008246555198695,0.45229087710567933,0.023520922030961344,-1.278667045104361,0.283784916928921,-0.05789124570597578,-1.6021032886245186,-0.4252431627861837,1.5947963278768629
0.5435840627664237,0.4299692370732175,0.06120933560035846,1.1031368389175797,0.4523453560739355,0.02359855580469228,-1.2783115653513801,0.2838605620242304,-0.058697451842834716,-1.6015128798645084,-0.4251808914726216,1.5946637257002416
0.5458941176867038,0.43011032453862263,0.06080328848869776,1.1054503421027333,0.4524000467728302,0.0236770923134495,-1.2783126981091026,0.28383883694337864,-0.05886398088575977,-1.6016536349971644,-0.4252139820639223,1.5946831943704964
