des_ross_x,des_ross_y,des_ross_theta,des_mon_x,des_mon_y,des_mon_theta,act_ross_x,act_ross_y,act_ross_theta,act_mon_x,act_mon_y,act_mon_theta,act_payload_x,act_payload_y,act_payload_theta,ross_cmd_vel_linear_x,ross_cmd_vel_angular_z,monica_cmd_vel_linear_x,monica_cmd_vel_angular_z,dt,ros_time_ns,ros_time_sec
-0.2560460205208476,0.9003156420151656,0.11404628868673106,0.3010040154179156,0.9577199751322972,0.08985414267701941,-0.26813560259103775,0.8966175074302375,-0.023825676689183846,0.2833835329544597,0.9364108657647913,0.02757416537066204,0.022478733211755753,0.9290177822113037,0.10194066794100536,0.006047208951509125,0.06899113147410779,-0.00881376532822063,0.03116490064410123,0.02,1756171907023645638,1756171907.0236456
-0.2560458627923768,0.9003141204614825,0.11404628868673106,0.30100385952409825,0.9577214968789612,0.08985414267701941,-0.26813134435134844,0.8966026024659657,-0.02392450678434923,0.2833760233416354,0.9364365920390729,0.02759473928005507,0.022487103939056396,0.9284336566925049,0.10323003185832981,0.006058401503827315,0.06916945692702424,-0.008810626828406302,0.03114536802504838,0.009666919708251953,1756171907033042536,1756171907.0330424
-0.25429087966371605,0.9005710841658227,0.10920536853845464,0.302774615149059,0.9578252061920852,0.09471156416760707,-0.26813939210893234,0.8966481994184619,-0.023905816895948652,0.2833785802257731,0.9364401733265797,0.027647346902246017,0.022435463964939117,0.9284472465515137,0.10327321510229899,0.09538738349001831,-0.177305350456401,-0.09895355464824473,0.27838815623894037,0.02003931999206543,1756171907053219611,1756171907.0532196
-0.2526602222542823,0.9007326866294384,0.10703428832277195,0.30440421121536215,0.9579971342662063,0.09689717433208012,-0.2681232557469767,0.8966330828225555,-0.02384486680324291,0.28341153475455144,0.9364233992914572,0.027655646994528826,0.022442083805799484,0.9284542202949524,0.1034989375394524,0.09027006745895746,-0.04429473927973125,-0.0929765967610654,0.14533468789390738,0.019954204559326172,1756171907072990857,1756171907.072991
-0.25131642169898205,0.9008643931242665,0.10536455162987535,0.3057468353473503,0.9581402837671179,0.09858397946442254,-0.26813104496781853,0.8966162512610596,-0.023950192102225334,0.2833619355889818,0.9364265130464892,0.027570015747030663,0.022420275956392288,0.9284276962280273,0.10329366425702974,0.07584795805177809,-0.01882832708170551,-0.0785998187293856,0.1203034534984452,0.020129919052124023,1756171907095914067,1756171907.095914
-0.24996262350845538,0.9009959395705334,0.10063431746757567,0.3070992124234256,0.9582856502366051,0.10333379778769292,-0.26813061208978217,0.8965710430515912,-0.02388994088326671,0.28336201968720076,0.9364333098814397,0.02754150015048573,0.02240579016506672,0.9284093379974365,0.10318903828315977,0.07797035986653861,-0.17811481160018286,-0.0806889270034173,0.2796924449481255,0.019853830337524414,1756171907113705158,1756171907.1137052
-0.24860835783431876,0.9011265986320385,0.09586681799842589,0.30845186146762166,0.9584320265710573,0.10814664565776155,-0.26813567149197165,0.8965953009760863,-0.023859639929519384,0.2833530642403579,0.9364326898973426,0.0275173657768093,0.022412115707993507,0.9284135699272156,0.10343531189283228,0.07792035640091431,-0.17967029471525844,-0.08063390791687033,0.28264609654061174,0.020075321197509766,1756171907133412600,1756171907.1334126
-0.24725423787072498,0.9012562547410895,0.0951288608486105,0.3098041573153031,0.9585794119532235,0.10893110575219023,-0.2681342621007805,0.8966428090330485,-0.023910788944393347,0.2833951077360415,0.9364344980041891,0.027672943051241017,0.022412652149796486,0.9284542798995972,0.1035238583903131,0.07875904450561204,0.02271107332632745,-0.08141957648730805,0.08033079210071431,0.02002573013305664,1756171907154249827,1756171907.1542497
-0.2458999556198858,0.9013849618008825,0.09441394966497452,0.31115641129059773,0.9587278260866221,0.10969904932892183,-0.2681031872916765,0.8966229607058236,-0.023892073547765832,0.2834414210383414,0.936381286483351,0.027958190292901808,0.022413432598114014,0.9284539818763733,0.10359906425713504,0.07980846078589002,0.02331282523172125,-0.08246321384403008,0.07992732561392052,0.019912004470825195,1756171907175150596,1756171907.1751506
-0.244545587367482,0.9015127186997811,0.09371920814370505,0.3125085472212924,0.958877264697737,0.11045416840587219,-0.26812664929395746,0.8966000652666469,-0.02401562643084695,0.2835570811429483,0.9363169440600925,0.02855550503203297,0.022474296391010284,0.9283660650253296,0.1023822610083784,0.07917586950153481,0.024864863858736964,-0.08169208980719748,0.07848116652341672,0.020313501358032227,1756171907197241516,1756171907.1972415
-0.24319111984031033,0.9016395362414549,0.093027492316752,0.31386057903923764,0.9590277299350134,0.11121372447405431,-0.26813122848210563,0.8966131134992578,-0.023853751360363586,0.283674559538605,0.9360919468107058,0.02983561604747953,0.022520698606967926,0.9282019138336182,0.10120647926463527,0.08178627462866944,0.023506110278688437,-0.08423437890105182,0.07920189120374006,0.019747495651245117,1756171907215037768,1756171907.2150376
-0.24183655616095215,0.9017654230787793,0.09234310689499292,0.3152125041687217,0.9591792226902613,0.11197333359445993,-0.2681298000914118,0.896602898194035,-0.023937183096777802,0.28379199595060167,0.9357556428965437,0.0316289008338031,0.02256845310330391,0.9281390309333801,0.10065931301964957,0.08116673751162536,0.02440926220585958,-0.08355288322211149,0.07774646895722033,0.0201261043548584,1756171907235838841,1756171907.2358387
-0.24048189675065296,0.9018903881747937,0.09166517831503729,0.3165643227272172,0.9593317440554878,0.11273385028921457,-0.26812430666624054,0.8966064058847694,-0.023903548031042422,0.2840344661912346,0.9354336263870269,0.03346597821806885,0.022681470960378647,0.9280325174331665,0.09970073106266754,0.08293610468056202,0.023821097028446363,-0.08512889148000369,0.07785879853228936,0.019809484481811523,1756171907253469156,1756171907.2534692
